0		0	0
7	1	24.074	-41.910	27.538	-39.910	27.538	-39.910
0	1	0	0	0	0	0	0
7	1	36.157	-41.910	34.157	-38.446	34.157	-38.446
0	1	0	0	0	0	0	0
7	1	24.074	-20.980	20.074	-21.029	20.074	-21.029
0	1	0	0	0	0	0	0
7	1	-0.095	-20.980	1.957	-17.546	1.957	-17.546
0	1	0	0	0	0	0	0
7	1	11.999	-7.026	15.828	-8.152	15.828	-8.152
0	1	0	0	0	0	0	0
7	1	30.116	-10.515	32.163	-7.078	32.163	-7.078
0	1	0	0	0	0	0	0
7	1	36.158	-0.050	33.179	2.620	33.179	2.620
0	1	0	0	0	0	0	0
7	1	18.032	10.415	20.646	13.443	20.646	13.443
0	1	0	0	0	0	0	0
7	1	35.908	28.290	39.849	27.605	31.923	27.937
0	1	0	0	0	0	0	0
7	1	30.116	24.369	31.923	27.937	34.100	24.722
0	1	0	0	0	0	0	0
7	1	35.908	28.290	34.100	24.722	38.259	25.054
0	1	0	0	0	0	0	0
7	1	42.200	24.369	38.259	25.054	39.849	27.605
0	1	0	0	0	0	0	0
7	1	36.158	41.811	32.244	42.636	32.244	42.636
0	1	0	0	0	0	0	0
7	1	24.074	41.811	23.009	45.666	23.009	45.666
0	1	0	0	0	0	0	0
7	1	18.032	52.276	20.105	55.696	20.105	55.696
0	1	0	0	0	0	0	0
7	1	24.074	62.741	28.073	62.712	28.073	62.712
0	1	0	0	0	0	0	0
7	1	48.242	62.741	46.242	66.205	46.242	66.205
0	1	0	0	0	0	0	0
7	1	36.161	76.696	32.169	76.955	32.169	76.955	
0	1	0	0	0	0	0	0
7	1	11.990	76.694	8.525	74.694	8.525	74.694
0	1	0	0	0	0	0	0
7	0	-0.094	62.741	-0.237	58.743	-2.281	66.090
0	1	0	0	0	0	0	0
7	0	0.139	69.275	-2.281	66.090	-3.802	69.957
0	1	0	0	0	0	0	0
7	0	-6.136	73.206	-3.802	69.957	-2.195	72.523
0	1	0	0	0	0	0	0
7	0	0.139	69.275	-2.195	72.523	2.326	65.925
0	1	0	0	0	0	0	0
7	0	-0.094	62.741	2.326	65.925	-0.237	58.743
0	1	0	0	0	0	0	0
7	0	-6.136	52.276	-2.319	51.081	-2.319	51.081
0	1	0	0	0	0	0	0
7	0	-18.22	31.345	-14.749	29.359	-14.749	29.359
0	1	0	0	0	0	0	0
7	1	-6.136	31.345	-5.636	27.377	-5.636	27.377
0	1	0	0	0	0	0	0
7	1	5.948	31.345	4.133	27.781	4.133	27.781
0	1	0	0	0	0	0	0
7	1	-0.094	13.904	-4.068	13.447	-4.068	13.447
0	1	0	0	0	0	0	0
7	0	-18.22	10.415	-15.027	8.007	-15.027	8.007	
0	1	0	0	0	0	0	0
7	1	-12.178	-7.026	-15.307	-4.534	-15.307	-4.534
0	1	0	0	0	0	0	0
7	0	-30.359	-10.585	-26.95	-12.678	-26.95	-12.678
0	1	0	0	0	0	0	0
7	1	-24.263	-20.98	-27.727	-22.98	-27.727	-22.98
0	1	0	0	0	0	0	0
7	1	-18.22	-31.445	-21.684	-33.445	-21.684	-33.445
0	1	0	0	0	0	0	0
7	1	-18.22	-52.375	-20.981	-55.269	-20.981	-55.269
0	1	0	0	0	0	0	0
7	1	-6.136	-73.305	-10.136	-73.239	-10.136	-73.239
0	1	0	0	0	0	0	0
7	0	-24.262	-69.817	-28.02	-71.188	-28.02	-71.188
0	1	0	0	0	0	0	0
7	0	-30.304	-59.352	-34.28	-59.788	-34.28	-59.788
0	1	0	0	0	0	0	0
7	0	-36.208	-48.823	-40.115	-49.683	-40.115	-49.683
0	1	0	0	0	0	0	0
7	0	-42.388	-31.445	-46.381	-31.203	-46.381	-31.203
0	1	0	0	0	0	0	0
7	0	-54.472	-10.515	-57.857	-8.383	-57.857	-8.383
0	1	0	0	0	0	0	0
7	0	-48.46	-0.05	-52.408	0.373	-52.408	0.373
0	1	0	0	0	0	0	0
7	1	-54.472	10.415	-50.473	10.36	-50.473	10.36
0	1	0	0	0	0	0	0
7	0	-42.132	16.948	-45.672	18.81	-38.166	17.466
0	1	0	0	0	0	0	0
7	0	-36.346	13.904	-38.166	17.466	-40.313	13.385
0	1	0	0	0	0	0	0
7	0	-42.132	16.948	-40.313	13.385	-45.672	18.81
0	1	0	0	0	0	0	0
7	1	-42.465	31.332	-38.675	30.052	-38.675	30.052
0	1	0	0	0	0	0	0
7	1	-36.346	41.811	-32.508	42.936	-32.508	42.936
0	1	0	0	0	0	0	0
7	0	-30.45	52.234	-34.243	53.502	-28.258	55.581
0	1	0	0	0	0	0	0
7	0	-24.262	55.764	-28.258	55.581	-26.454	52.418
0	1	0	0	0	0	0	0
7	0	-30.45	52.234	-26.454	52.418	-34.243	53.502
0	1	0	0	0	0	0	0
7	0	-24.262	76.694	-27.726	74.694	-27.726	74.694
0	1	0	0	0	0	0	0
7	0	-42.388	73.202	-42.8	69.223	-42.8	69.223
0	1	0	0	0	0	0	0
7	1	-48.43	55.764	-52.018	57.534	-52.018	57.534
0	1	0	0	0	0	0	0
7	1	-60.514	41.811	-64.514	41.859	-64.514	41.859
0	1	0	0	0	0	0	0
7	1	-66.556	24.369	-70.32	25.723	-70.32	25.723
0	1	0	0	0	0	0	0
7	0	-78.64	10.415	-75.432	8.026	-75.432	8.026
0	1	0	0	0	0	0	0
7	0	-84.679	-7.028	-81.215	-5.028	-81.215	-5.028
0	1	0	0	0	0	0	0
7	1	-66.556	-10.515	-70.02	-12.515	-70.02	-12.515
0	1	0	0	0	0	0	0
7	0	-72.598	-27.956	-68.616	-27.585	-68.616	-27.585
0	1	0	0	0	0	0	0
7	1	-60.515	-41.91	-63.979	-43.91	-59.137	-38.155
0	1	0	0	0	0	0	0
7	1	-60.764	-34.5	-59.137	-38.155	-56.77	-34.719
0	1	0	0	0	0	0	0
7	1	-54.472	-31.445	-56.77	-34.719	-58.466	-31.226
0	1	0	0	0	0	0	0
7	1	-60.764	-34.5	-58.466	-31.226	-62.141	-38.256
0	1	0	0	0	0	0	0
7	1	-60.515	-41.91	-62.141	-38.256	-63.979	-43.91
0	1	0	0	0	0	0	0
7	1	-54.472	-59.352	-57.936	-61.352	-57.936	-61.352
0	1	0	0	0	0	0	0
7	0	-42.385	-73.303	-40.646	-69.701	-40.646	-69.701
0	1	0	0	0	0	0	0




