7	0	-48.504	-55.980	-44.866	-53.881	-44.866	-53.881
0	1	0	0	0	0	0	0
7	1	-30.327	-45.492	-28.228	-49.130	-28.228	-49.130
0	1	0	0	0	0	0	0
7	1	-12.141	-34.999	-10.042	-38.637	-10.042	-38.637
0	1	0	0	0	0	0	0
7	1	6.044	-24.507	8.143	-28.144	8.143	-28.144
0	1	0	0	0	0	0	0
7	0	30.298	-31.495	28.199	-27.857	28.199	-27.857
0	1	0	0	0	0	0	0
7	0	42.429	-17.514	40.329	-13.875	46.620	-17.238
0	1	0	0	0	0	0	0
7	0	48.483	-21.002	46.620	-17.238	44.292	-21.278
0	1	0	0	0	0	0	0
7	0	42.429	-17.514	44.292	-21.278	40.329	-13.875
0	1	0	0	0	0	0	0
7	0	66.669	-10.509	64.570	-6.871	64.570	-6.871
0	1	0	0	0	0	0	0
7	1	84.869	-0.020	81.231	-2.119	81.231	-2.119
0	1	0	0	0	0	0	0
7	1	72.716	-21.010	70.617	-17.373	70.617	-17.373
0	1	0	0	0	0	0	0
7	1	60.598	-35.013	59.772	-30.895	59.772	-30.895
0	1	0	0	0	0	0	0
7	0	42.412	-45.506	46.050	-43.407	46.050	-43.407
0	1	0	0	0	0	0	0
7	1	54.531	-52.500	50.893	-54.599	50.893	-54.599
0	1	0	0	0	0	0	0
7	1	48.471	-62.992	46.372	-59.354	46.372	-59.354
0	1	0	0	0	0	0	0
7	1	24.226	-55.999	27.864	-53.900	27.864	-53.900
0	1	0	0	0	0	0	0
7	0	12.112	-41.988	14.211	-45.626	14.211	-45.626
0	1	0	0	0	0	0	0
7	0	-6.074	-52.480	-3.975	-56.118	-3.975	-56.118
0	1	0	0	0	0	0	0
7	1	-24.260	-62.973	-26.359	-59.335	-26.359	-59.335
0	1	0	0	0	0	0	0
7	0	-42.445	-73.466	-38.807	-71.367	-38.807	-71.367
0	1	0	0	0	0	0	0
7	1	-30.320	-73.465	-30.951	-77.617	-30.951	-77.617
0	1	0	0	0	0	0	0
7	1	-12.154	-76.989	-10.055	-80.627	-10.055	-80.627
0	1	0	0	0	0	0	0
7	0	-0.011	-69.993	4.162	-70.248	1.847	-66.248
0	1	0	0	0	0	0	0
7	0	6.040	-66.491	1.847	-66.248	4.162	-70.248
0	1	0	0	0	0	0	0
7	0	12.096	-76.987	11.803	-73.299	11.803	-73.299
0	1	0	0	0	0	0	0
7	0	24.222	-76.979	24.229	-72.779	24.229	-72.779
0	1	0	0	0	0	0	0
7	0	36.343	-77	36.350	-72.800	36.350	-72.800
0	1	0	0	0	0	0	0
